PLAYER,YEAR,POS,HEIGHT,WEIGHT,BMI,BODY FAT,STANDING REACH,WINGSPAN,HAND LENGTH,HAND WIDTH,STANDING VERTICAL,VERTICAL LEAP,LANE AGILITY,SHUTTLE RUN,THREE QUARTER SPRINT,BENCH PRESS,BAR,PAN,PBH,PDT
"Agbaji, Ochai",2022,SG,76.50,216.8,26.04,5.4,104.0,82.25,8.75,9.5,32.0,39.0,10.77,3.11,3.13,NA,1.075,83.1,136.0,143
"Baldwin Jr., Patrick",2022,SF,81.25,230.8,24.58,8.9,110.5,85.75,8.75,9.5,23.5,26.5,12.25,3.30,3.45,NA,1.055,83.1,134.0,137
"Barlow, Dominick",2022,PF,80.75,221.0,23.83,5.9,108.5,87.00,9.00,10.5,28.5,34.0,11.29,3.19,3.33,NA,1.077,94.5,137.0,142.5
"Beauchamp, MarJon",2022,SG,77.25,196.6,23.16,5.3,106.0,84.75,9.00,9.0,NA,NA,NA,NA,NA,NA,1.097,81.0,NA,NA
"Besson, Hugo",2022,SG,76.50,180.4,21.67,8.8,102.0,77.50,7.50,8.5,24.5,31.5,11.36,3.25,3.40,NA,1.013,63.8,126.5,133.5
"Branham, Malaki",2022,SG,76.00,194.8,23.71,6.1,102.5,82.00,8.50,9.8,29.0,35.0,11.38,3.09,3.17,NA,1.079,83.3,131.5,137.5
"Braun, Christian",2022,SG,77.50,209.2,24.49,6.2,99.5,78.50,8.00,8.5,33.5,40.0,11.00,3.13,3.16,NA,1.013,68.0,133.0,139.5
"Brown, Kendall",2022,SF,78.25,201.2,23.10,4.9,103.0,83.00,9.00,9.0,31.5,41.0,11.57,3.05,3.29,NA,1.061,81.0,134.5,144.0
"Butler Jr., John",2022,PF,83.75,174.4,17.48,4.7,112.0,86.25,8.50,8.8,26.5,28.5,11.16,3.04,3.33,NA,1.030,74.8,138.5,140.5
"Champagnie, Julian",2022,SF,78.25,212.4,24.39,7.1,107.0,82.00,8.75,9.3,28.5,34.5,11.39,3.04,3.14,NA,1.048,81.4,135.5,141.5
"Chandler, Kennedy",2022,PG,71.50,172.2,23.68,4.4,97.0,77.25,8.50,9.5,31.0,41.5,10.73,2.89,NA,NA,1.080,80.8,128.0,138.5
"Christie, Max",2022,SG,76.25,189.2,22.88,4.8,102.5,80.75,8.00,8.5,32.0,37.5,10.82,3.02,3.07,NA,1.059,68.0,134.5,140.0
"Cockburn, Kofi",2022,C,83.00,293.0,29.90,8.2,110.5,88.25,9.75,10.3,29.5,32.5,12.11,3.31,3.33,NA,1.063,100.4,140.0,143.0
"Daniels, Dyson",2022,SG,78.00,195.2,22.56,4.9,105.0,82.50,8.50,9.8,29.0,34.0,10.81,2.81,3.22,NA,1.058,83.3,134.0,139.0
"Davis, Johnny",2022,PG,76.25,196.4,23.75,6.7,103.5,80.50,8.50,10.3,NA,NA,NA,NA,NA,NA,1.056,87.6,NA,NA
"Davison, JD",2022,PG,72.50,191.8,25.65,7.8,99.5,78.50,8.50,9.5,30.0,37.0,11.38,3.23,3.26,NA,1.083,80.8,129.5,136.5
"Diabate, Moussa",2022,C,81.25,216.6,23.07,2.7,109.5,86.50,8.50,10.5,29.0,36.5,11.16,2.90,3.26,NA,1.065,89.3,138.5,146.0
"Eason, Tari",2022,PF,78.75,217.4,24.64,5.9,107.5,86.00,9.25,11.0,NA,NA,NA,NA,NA,NA,1.092,101.8,NA,NA
"Ellis, Keon",2022,SG,75.50,167.4,20.65,3.8,102.0,80.50,8.00,9.3,28.0,35.5,10.87,3.02,3.18,NA,1.066,74.4,130.0,137.5
"Foster Jr., Michael",2022,C,79.75,236.6,26.15,6.2,109.5,84.25,8.75,10.0,28.0,32.5,11.49,3.10,3.22,NA,1.056,87.5,137.5,142.0
"Gillespie, Collin",2022,PG,73.50,195.8,25.48,8.6,98.0,76.00,8.25,9.0,26.5,33.0,10.95,3.01,3.21,NA,1.034,74.3,124.5,131.0
"Harper Jr., Ron",2022,SF,76.00,240.4,29.26,14.3,105.5,85.25,9.50,10.0,26.0,30.5,11.41,3.24,3.40,NA,1.122,95.0,131.5,136.0
"Ingram, Harrison",2022,SF,77.25,232.8,27.42,8.3,103.5,84.25,9.00,10.0,29.5,35.0,11.83,3.26,3.31,NA,1.091,90.0,133.0,138.5
"Jovic, Nikola",2022,SF,81.50,222.6,23.56,7.4,108.5,84.25,8.75,9.8,NA,NA,NA,NA,NA,NA,1.034,85.8,NA,NA
"Juzang, Johnny",2022,SG,77.25,208.6,24.57,7.5,102.5,83.00,8.50,9.5,27.5,32.5,11.03,3.17,3.29,NA,1.074,80.8,130.0,135.0
"Keels, Trevor",2022,SG,75.25,223.8,27.78,13.5,101.0,79.25,8.25,9.0,24.5,31.0,11.33,3.32,3.27,NA,1.053,74.3,125.5,132.0
"Kessler, Walker",2022,C,84.25,256.0,25.35,14.7,113.0,88.25,8.50,8.5,NA,NA,NA,NA,NA,NA,1.047,72.3,NA,NA
"Koloko, Christian",2022,C,82.75,221.0,22.69,5.7,113.0,89.25,9.00,10.8,28.0,33.5,11.30,3.19,3.27,NA,1.079,97.2,141.0,146.5
"LaRavia, Jake",2022,PF,78.75,227.2,25.76,9,104.0,81.50,8.50,10.3,27.5,34.0,10.58,2.89,3.37,NA,1.035,87.6,131.5,138.0
"Lewis, Justin",2022,PF,78.25,235.4,27.03,7.3,105.5,86.50,9.00,10.5,32.5,35.0,11.49,3.02,3.23,NA,1.105,94.5,138.0,140.5
"Liddell, E.J.",2022,PF,77.50,243.0,28.44,12.2,103.5,83.75,8.25,9.3,35.5,38.0,11.11,3.23,3.26,NA,1.081,76.7,139.0,141.5
"Mathurin, Bennedict",2022,SG,76.50,204.6,24.58,5.7,104.0,81.00,8.50,9.8,NA,NA,NA,NA,NA,NA,1.059,83.3,NA,NA
"Mayer, Matthew",2022,SF,80.00,216.4,23.77,11.1,105.0,82.50,9.00,10.3,25.5,31.5,10.74,NA,3.39,NA,1.031,92.7,130.5,136.5
"McGowens, Bryce",2022,SG,77.25,181.2,21.35,5.4,103.5,80.75,8.75,9.5,29.5,34.0,11.12,3.16,3.27,NA,1.045,83.1,133.0,137.5
"Miller, Leonard",2022,SF,80.50,211.0,22.89,5.7,106.5,86.00,9.25,10.5,30.0,36.5,11.11,3.02,3.36,NA,1.068,97.1,136.5,143.0
"Mohammed, Aminu",2022,SG/SF,75.50,212.8,26.24,5.1,104.0,83.00,8.75,9.5,29.5,36.0,11.54,3.04,3.33,NA,1.099,83.1,133.5,140.0
"Molinar, Iverson",2022,PG,74.25,183.2,23.36,4.8,101.0,80.00,8.50,9.5,31.0,38.0,11.23,3.10,3.19,NA,1.077,80.8,132.0,139.0
"Montero, Jean",2022,PG,73.00,171.8,22.66,7.4,98.5,77.25,8.00,8.8,29.5,37.0,11.19,3.17,3.17,NA,1.058,70.4,128.0,135.5
"Moore, Wendell",2022,SG,76.25,217.2,26.26,7.5,101.0,84.50,8.75,10.3,32.5,38.5,10.94,3.21,3.30,NA,1.108,90.1,133.5,139.5
"Nembhard, Andrew",2022,PG,75.00,195.6,24.45,4.4,99.0,77.75,8.00,9.5,26.5,35.0,10.46,3.02,3.26,NA,1.037,76.0,125.5,134.0
"Pippen Jr., Scotty",2022,PG,72.00,180.0,24.41,5.3,95.5,77.75,7.75,9.0,30.5,37.5,11.07,3.10,3.21,NA,1.080,69.8,126.0,133.0
"Procida, Gabriele",2022,SG/SF,77.75,192.8,22.42,3.8,106.0,80.00,8.00,9.3,29.5,35.0,11.02,3.14,3.07,NA,1.029,74.4,135.5,141.0
"Robinson, Orlando",2022,C,81.75,244.4,25.71,9.5,111.0,88.00,8.75,10.0,23.0,27.5,11.40,3.23,3.55,NA,1.076,87.5,134.0,138.5
"Roddy, David",2022,PF,76.50,260.8,31.33,11.6,105.0,83.50,8.75,10.0,27.0,35.5,10.75,3.10,3.22,NA,1.092,87.5,132.0,140.5
"Rollins, Ryan",2022,SG,74.00,179.2,23.01,5,100.5,81.75,8.00,8.5,30.5,36.5,11.26,3.28,3.07,NA,1.105,68.0,131.0,137.0
"Seabron, Dereon",2022,SG,76.75,182.4,21.77,4,103.5,80.75,8.50,9.5,30.5,38.0,11.03,3.04,3.12,NA,1.052,80.8,134.0,141.5
"Sharpe, Shaedon",2022,SG,76.25,198.0,23.94,4.8,103.5,83.50,9.00,9.3,NA,NA,NA,NA,NA,NA,1.095,83.7,NA,NA
"Smith, Terquavion",2022,SG,74.25,165.2,21.07,3.8,98.0,78.50,8.50,8.0,30.5,38.5,10.63,3.03,3.14,NA,1.057,68.0,128.5,136.5
"Spagnolo, Matteo",2022,PG,76.00,196.2,23.88,8.6,102.0,80.00,8.25,10.0,25.5,31.5,11.42,3.16,3.40,NA,1.053,82.5,127.5,133.5
"Strawther, Julian",2022,SF,77.75,207.6,24.14,7.9,104.5,81.50,8.25,8.5,28.5,35.0,10.30,3.37,3.26,NA,1.048,70.1,133.0,139.5
"Terry, Dalen",2022,SG,78.00,195.2,22.56,5.4,106.0,84.75,8.50,9.0,NA,NA,NA,NA,NA,NA,1.087,76.5,NA,NA
"Timme, Drew",2022,C,80.25,231.6,25.28,15.7,107.5,86.00,9.00,10.0,25.5,31.5,11.71,3.31,3.38,NA,1.072,90.0,133.0,139.0
"Walker, Jabari",2022,PF,78.75,213.8,24.24,12.1,105.0,82.75,8.75,9.8,29.5,32.5,11.53,3.12,3.24,NA,1.051,85.8,134.5,137.5
"Washington Jr., TyTy",2022,SG,74.25,196.4,25.04,12,99.5,80.00,8.50,9.3,NA,NA,NA,NA,NA,NA,1.077,79.1,NA,NA
"Watson, Peyton",2022,SF,78.75,203.4,23.06,5.2,107.5,84.50,8.50,9.5,28.0,33.5,11.03,3.24,3.28,NA,1.073,80.8,135.5,141.0
"Wesley, Blake",2022,SG,75.00,187.2,23.40,5.6,103.0,81.25,8.25,9.0,30.0,36.0,11.55,3.25,3.21,NA,1.083,74.3,133.0,139.0
"Williams, Alondes",2022,SG,75.75,209.0,25.61,7.2,102.0,79.00,8.50,9.3,30.0,35.5,10.96,3.11,3.15,NA,1.043,79.1,132.0,137.5
"Williams, Jalen",2022,SG,76.50,209.2,25.13,8.9,105.5,86.25,8.50,9.5,33.5,39.0,11.13,3.17,3.11,NA,1.127,80.8,139.0,144.5
"Williams, Jaylin",2022,C,80.75,236.6,25.51,8,108.5,85.00,8.50,10.5,24.5,30.0,11.64,3.10,3.50,NA,1.053,89.3,133.0,138.5
"Williams, Mark",2022,C,84.00,242.4,24.15,5.4,117.0,90.50,9.00,9.8,NA,NA,NA,NA,NA,NA,1.077,88.2,NA,NA
"Williams, Trevion",2022,C,79.25,264.6,29.62,10.8,108.5,86.75,9.00,10.3,27.5,30.0,12.75,3.46,3.48,NA,1.095,92.7,136.0,138.5
"Abmas, Max",2021,PG,70.50,161.8,22.89,5.5,94.0,73.75,8.00,7.8,28.5,32.5,10.90,3.49,3.12,NA,1.046,62.0,122.5,126.5
"Bagley, Marcus",2021,SF,78.00,216.8,25.05,7.5,102.5,83.00,8.75,8.5,32.5,38.5,12.26,3.10,3.17,NA,1.064,74.4,135.0,141
"Barnes, Scottie",2021,SF,79.00,225.4,25.39,5.3,108.0,86.75,9.25,10.3,36.0,39.5,10.88,2.99,3.15,NA,1.098,94.8,144.0,147.5
"Bassey, Charles",2021,C,81.25,230.2,24.51,5.9,107.5,87.00,9.00,9.5,33.0,36.0,12.19,3.33,3.13,NA,1.071,85.5,140.5,143.5
"Boston Jr., Brandon",2021,SF,77.75,188.0,21.86,6.0,104.0,82.75,9.00,9.8,NA,NA,NA,NA,NA,NA,1.064,87.8,NA,NA
"Bouknight, James",2021,SG,75.50,190.0,23.43,5.5,101.5,80.25,8.75,9.0,NA,NA,NA,NA,NA,NA,1.063,78.8,NA,NA
"Brown III, Greg",2021,PF,79.25,206.4,23.10,5.5,107.0,84.25,9.00,9.8,33.5,39.0,10.98,2.98,3.19,NA,1.063,87.8,140.5,146
"Butler, Jared",2021,PG,74.25,193.0,24.61,5.1,98.5,76.00,8.50,8.3,NA,NA,NA,NA,NA,NA,1.024,70.1,NA,NA
"Champagnie, Justin",2021,PF,77.75,206.4,24.00,6.3,104.0,81.50,8.75,8.5,27.0,35.0,11.94,3.14,3.34,NA,1.048,74.4,131.0,139
"Christopher, Josh",2021,SG,75.25,214.8,26.67,5.8,101.0,81.25,8.75,8.5,29.5,37.5,11.32,3.30,3.14,NA,1.080,74.4,130.5,138.5
"Dosunmu, Ayo",2021,SG,75.50,194.4,23.97,4.9,102.0,82.25,8.50,8.8,27.0,33.5,11.51,3.27,3.23,NA,1.089,74.4,129.0,135.5
"Duke Jr., David",2021,SG,76.25,203.6,24.62,5.9,102.5,80.75,8.50,9.0,30.0,39.0,11.21,3.19,3.08,NA,1.059,76.5,132.5,141.5
"Edwards, Kessler",2021,PF,79.00,203.0,22.87,4.3,106.0,83.25,8.50,8.3,28.0,37.0,11.30,3.38,3.25,NA,1.054,70.1,134.0,143
"Garza, Luka",2021,C,82.00,242.8,25.38,11.7,107.5,85.50,9.00,9.3,24.0,29.5,11.90,3.38,3.51,NA,1.043,83.3,131.5,137
"Gray, RaiQuan",2021,PF,78.50,268.6,30.64,17.3,105.0,82.75,9.25,9.0,26.5,31.5,11.69,3.30,3.25,NA,1.054,83.3,131.5,136.5
"Grimes, Quentin",2021,SG,76.00,205.0,24.95,6.6,101.0,80.00,8.50,10.0,30.5,38.5,11.09,3.33,3.07,NA,1.053,85.0,131.5,139.5
"Hauser, Sam",2021,SF,78.75,217.4,24.64,7.9,102.0,81.25,8.25,9.0,28.5,34.5,11.14,3.07,3.34,NA,1.032,74.3,130.5,136.5
"Henry, Aaron",2021,SF,76.50,209.6,25.18,5.6,103.5,82.75,8.50,9.3,29.0,35.0,11.68,3.18,3.07,NA,1.082,78.6,132.5,138.5
"Hukporti, Ariel",2021,C,82.75,246.0,25.26,8.1,111.5,86.50,9.50,9.5,24.5,31.0,12.20,3.53,3.12,NA,1.045,90.3,136.0,142.5
"Hurt, Matt",2021,PF,80.50,232.4,25.21,15.2,106.5,81.50,9.00,9.0,25.5,32.5,11.44,3.25,3.34,NA,1.012,81.0,132.0,139
"Hyland, Nah'Shon",2021,SG,74.00,169.0,21.70,5.8,101.5,81.25,8.75,9.0,26.5,34.0,10.53,3.17,3.10,NA,1.098,78.8,128.0,135.5
"Johnson, David",2021,SG,75.25,202.8,25.18,7.5,104.0,82.50,8.25,8.5,33.0,39.0,12.02,3.20,3.03,NA,1.096,70.1,137.0,143
"Johnson, Jalen",2021,PF,79.75,209.6,23.17,4.5,106.0,84.25,9.75,10.5,NA,NA,NA,NA,NA,NA,1.056,102.4,NA,NA
"Johnson, Keon",2021,SG,75.50,184.8,22.79,4.4,97.0,79.25,8.50,9.0,41.5,48.0,11.45,3.20,3.00,NA,1.050,76.5,138.5,145
"Jones, Carlik",2021,PG,72.00,173.6,23.54,4.5,97.5,77.00,8.25,9.0,31.5,36.0,10.96,3.23,3.16,NA,1.069,74.3,129.0,133.5
"Jones, Herbert",2021,SF,78.00,206.4,23.85,5.8,106.0,84.25,8.50,9.0,28.5,36.5,11.02,3.17,3.25,NA,1.080,76.5,134.5,142.5
"Jones, Kai",2021,PF,82.00,221.4,23.15,4.7,110.5,85.75,9.00,9.5,NA,NA,NA,NA,NA,NA,1.046,85.5,NA,NA
"Kispert, Corey",2021,SF,78.00,223.8,25.86,6.8,102.0,79.00,8.75,10.0,30.0,37.5,10.91,2.99,3.12,NA,1.013,87.5,132.0,139.5
"Lawson, AJ",2021,SG/SF,77.50,179.2,20.97,4.4,99.5,78.75,8.50,9.3,33.0,41.0,11.00,3.01,2.98,NA,1.016,78.6,132.5,140.5
"Lewis, Scottie",2021,SF,76.00,187.6,22.83,4.7,101.5,84.00,8.75,9.8,34.0,42.0,10.45,3.03,2.98,NA,1.105,85.3,135.5,143.5
"Livers, Isaiah",2021,SF,77.75,231.8,26.96,9.4,104.5,81.25,9.00,9.5,NA,NA,NA,NA,NA,NA,1.045,85.5,NA,NA
"Maker, Makur",2021,C,82.25,232.2,24.13,14.5,112.0,85.75,8.75,9.5,25.5,31.0,11.87,3.28,3.34,NA,1.043,83.1,137.5,143
"Mamukelashvili, Sandro",2021,C,81.00,239.8,25.69,7.8,106.5,85.25,9.00,9.5,30.5,36.5,11.63,3.30,3.21,NA,1.052,85.5,137.0,143
"Mann, Tre",2021,PG,75.25,177.6,22.05,4.1,98.5,76.00,8.00,9.0,NA,NA,NA,NA,NA,NA,1.010,72.0,NA,NA
"McBride, Miles",2021,PG,73.00,195.2,25.75,6.0,99.5,80.75,9.00,9.5,31.0,38.5,11.08,3.13,3.10,NA,1.106,85.5,130.5,138
"Mitchell, Davion",2021,PG,72.00,202.4,27.45,6.2,96.5,76.25,8.25,8.8,NA,NA,NA,NA,NA,NA,1.059,72.2,NA,NA
"Mobley, Isaiah",2021,PF,80.00,238.0,26.14,12.9,107.5,87.00,9.00,10.0,26.5,32.0,12.70,3.50,3.30,NA,1.088,90.0,134.0,139.5
"Moody, Moses",2021,SG,76.50,210.6,25.30,6.8,105.0,84.75,9.00,10.0,NA,NA,NA,NA,NA,NA,1.108,90.0,NA,NA
"Murphy III, Trey",2021,SF,79.50,206.0,22.91,8.1,105.5,84.00,8.50,9.0,34.0,38.0,11.65,3.32,3.14,NA,1.057,76.5,139.5,143.5
"Nix, Daishen",2021,PG,75.00,225.6,28.19,11.8,100.0,78.75,8.50,9.0,29.5,36.5,11.72,3.18,3.00,NA,1.050,76.5,129.5,136.5
"Petty Jr., John",2021,SG,76.50,186.2,22.37,5.6,103.5,81.50,8.50,9.0,27.5,34.0,11.51,3.17,3.35,NA,1.065,76.5,131.0,137.5
"Pons, Yves",2021,PF,77.50,206.4,24.16,4.0,104.0,84.75,9.00,9.3,36.0,42.5,10.89,3.05,3.10,NA,1.094,83.3,140.0,146.5
"Preston, Jason",2021,PG,75.00,180.6,22.57,5.5,100.5,80.50,8.50,9.3,30.5,38.5,10.82,3.08,3.13,NA,1.073,78.6,131.0,139
"Primo, Joshua",2021,SG,76.00,189.0,23.00,6.3,102.5,81.25,9.00,10.0,30.5,37.5,10.97,3.36,3.22,NA,1.069,90.0,133.0,140
"Prkacin, Roko",2021,PF,79.50,225.4,25.07,7.0,107.0,83.00,8.75,9.3,NA,NA,NA,NA,NA,NA,1.044,80.9,NA,NA
"Queta, Neemias",2021,C,83.25,248.4,25.20,7.6,112.5,88.00,9.25,10.5,27.0,33.0,11.85,3.50,3.29,NA,1.057,97.1,139.5,145.5
"Reaves, Austin",2021,SG,76.50,197.2,23.69,11.0,101.0,78.25,8.00,8.3,25.0,35.0,10.94,3.19,3.07,NA,1.023,66.0,126.0,136
"Robinson-Earl, Jeremiah",2021,PF,79.75,242.4,26.79,8.9,105.5,81.75,9.00,9.8,27.0,32.0,11.64,3.15,3.29,NA,1.025,87.8,132.5,137.5
"Shannon Jr., Terrence",2021,SF,77.50,206.6,24.18,6.7,100.0,80.25,8.00,8.0,32.5,39.5,11.51,3.12,3.21,NA,1.035,64.0,132.5,139.5
"Sims, Jericho",2021,C,81.00,250.2,26.81,5.5,106.0,87.25,9.00,9.8,37.0,44.5,11.59,3.38,3.05,NA,1.077,87.8,143.0,150.5
"Springer, Jaden",2021,SG,75.00,202.0,25.25,6.3,99.0,79.75,8.50,9.8,34.5,41.5,11.46,3.10,3.13,NA,1.063,82.9,133.5,140.5
"Steward, DJ",2021,PG,72.75,162.2,21.54,5.0,98.5,79.00,8.50,9.0,34.5,38.5,11.14,3.10,3.08,NA,1.086,76.5,133.0,137
"Thor, JT",2021,PF,80.50,203.0,22.02,6.1,110.0,87.25,9.25,9.5,31.5,35.0,12.19,3.08,3.06,NA,1.084,87.9,141.5,145
"Todd, Isaiah",2021,PF,80.75,219.0,23.61,6.2,107.5,85.25,9.00,9.8,28.5,35.5,11.38,3.25,3.31,NA,1.056,87.8,136.0,143
"Washington Jr., Duane",2021,SG,74.25,196.8,25.10,5.1,101.0,79.75,8.25,8.8,29.5,35.5,11.50,3.06,3.17,NA,1.074,72.2,130.5,136.5
"Watford, Trendon",2021,PF,79.50,237.4,26.41,10.1,105.0,86.25,9.50,9.5,28.0,35.0,11.69,3.23,3.27,NA,1.085,90.3,133.0,140
"Wieskamp, Joe",2021,SF,77.75,204.8,23.82,4.1,103.0,83.00,8.50,9.3,30.0,42.0,10.70,3.18,3.04,NA,1.068,78.6,133.0,145
"Wiggins, Aaron",2021,SG/SF,76.50,190.0,22.82,5.0,103.0,81.75,8.75,8.5,29.5,36.0,11.20,3.00,3.04,NA,1.069,74.4,132.5,139
"Williams, Ziaire",2021,SF,80.25,188.4,20.57,4.4,106.5,82.25,9.00,8.8,34.0,39.5,10.69,3.04,3.12,NA,1.025,78.8,140.5,146
"Wright IV, McKinley",2021,PG,71.25,192.2,26.62,6.7,94.0,77.25,8.50,9.0,31.5,38.0,10.76,3.12,3.08,NA,1.084,76.5,125.5,132
"Wright, Moses",2021,PF,79.75,225.8,24.96,5.6,107.0,84.75,9.00,9.5,31.5,38.0,11.20,3.42,3.15,NA,1.063,85.5,138.5,145
"Zegarowski, Marcus",2021,PG,72.75,180.8,24.02,7.2,96.0,74.75,8.00,9.5,30.0,35.5,11.47,3.26,3.11,NA,1.027,76.0,126.0,131.5
"Achiuwa, Precious",2020,PF,79.50,234.0,26.03,6.7,108.5,84.75,9.00,10.0,NA,NA,NA,NA,NA,NA,1.066,90.0,NA,NA
"Alexander, Ty-Shon",2020,SG,74.00,200.8,25.78,12.3,100.0,80.00,8.75,8.8,28.0,33.0,11.33,2.47,3.26,NA,1.081,76.6,128.0,133
"Azubuike, Udoka",2020,C,82.00,259.5,27.13,9.6,109.0,91.25,9.25,10.0,37.0,41.0,11.82,3.61,3.23,NA,1.113,92.5,146.0,150
"Bey, Tyler",2020,PF,78.00,212.8,24.59,5.0,105.5,85.25,8.50,9.0,37.0,43.5,11.35,2.75,3.17,NA,1.093,76.5,142.5,149
"Childs, Yoeli",2020,PF,78.00,226.4,26.16,8.2,106.0,83.50,8.75,10.0,34.0,38.5,10.87,2.42,3.22,NA,1.071,87.5,140.0,144.5
"Diakite, Mamadi",2020,PF,80.50,222.1,24.09,7.8,107.0,87.75,9.00,10.3,28.0,37.0,11.95,2.71,3.16,NA,1.090,92.3,135.0,144
"Dotson, Devon",2020,PG,72.50,185.2,24.77,4.6,95.0,75.00,8.25,10.0,31.5,40.5,10.44,2.22,3.02,NA,1.034,82.5,126.5,135.5
"Eboua, Paul",2020,SF/PF,78.00,222.2,25.67,3.8,108.0,87.50,9.00,10.3,33.0,35.5,10.79,2.44,3.19,NA,1.122,92.3,141.0,143.5
"Elleby, CJ",2020,SG/SF,77.50,198.6,23.25,4.2,100.5,79.25,8.75,10.0,30.5,36.5,11.25,2.63,3.25,NA,1.023,87.5,131.0,137
"Forrest, Trent",2020,PG,75.50,203.0,25.04,5.7,102.5,79.50,9.00,9.8,28.0,34.5,11.04,2.50,3.18,NA,1.053,87.8,130.5,137
"Green, Josh",2020,SG/SF,76.50,214.0,25.71,6.8,101.5,81.75,8.00,8.8,30.5,39.5,10.64,2.28,3.12,NA,1.069,70.0,132.0,141
"Hagans, Ashton",2020,PG,73.50,193.0,25.12,4.1,99.5,80.00,9.00,9.0,29.5,36.5,10.82,2.50,3.13,NA,1.088,81.0,129.0,136
"Hall, Joshua",2020,SF,78.00,196.6,22.72,7.6,104.5,83.00,8.75,9.5,31.5,37.5,12.16,2.62,3.38,NA,1.064,83.1,136.0,142
"Harris, Jalen",2020,SG,74.75,193.4,24.33,4.4,97.5,79.00,8.25,9.5,37.5,42.5,10.59,2.49,3.11,NA,1.057,78.4,135.0,140
"Howard, Markus",2020,PG,69.50,170.8,24.86,9.9,91.5,72.25,8.50,7.8,30.5,35.5,11.21,3.17,3.11,NA,1.040,65.9,122.0,127
"Hughes, Elijah",2020,SG/SF,76.75,229.0,27.33,10.2,101.5,79.50,8.50,8.8,NA,NA,NA,NA,NA,NA,1.036,74.4,NA,NA
"Joe, Isaiah",2020,SG,75.00,170.4,21.30,4.7,101.0,79.50,8.25,8.3,NA,NA,NA,NA,NA,NA,1.060,68.1,NA,NA
"Jones, Mason",2020,SG,75.75,207.2,25.39,8.9,102.5,79.00,8.75,8.5,24.0,31.0,10.60,2.49,3.33,NA,1.043,74.4,126.5,133.5
"Knight, Nathan",2020,PF/C,80.00,235.0,25.81,8.2,109.5,86.00,9.00,9.5,23.0,31.5,11.56,2.96,3.31,NA,1.075,85.5,132.5,141
"Maledon, Theo",2020,PG,76.00,187.4,22.81,2.8,100.5,80.75,8.50,10.0,NA,NA,NA,NA,NA,NA,1.063,85.0,NA,NA
"Mane, Karim",2020,PG/SG,77.00,196.0,23.24,3.7,102.0,83.00,8.50,9.8,31.0,36.0,11.52,2.64,3.04,NA,1.078,82.9,133.0,138
"Marshall, Naji",2020,SF,77.75,233.5,27.15,8.7,102.5,84.75,9.25,10.5,28.5,35.0,11.77,2.90,3.37,NA,1.090,97.1,131.0,137.5
"Martin Jr., Kenyon",2020,SF/PF,78.00,213.2,24.64,5.9,102.0,79.25,8.50,8.8,31.5,38.5,11.93,2.58,3.16,NA,1.016,74.4,133.5,140.5
"Mays, Skylar",2020,SG,75.00,204.0,25.50,7.4,99.0,78.00,8.00,9.8,29.0,37.5,10.65,2.40,3.30,NA,1.040,78.0,128.0,136.5
"Nnaji, Zeke",2020,PF/C,81.25,246.8,26.28,5.9,105.5,86.00,9.00,10.5,33.0,38.0,10.94,2.72,3.20,NA,1.058,94.5,138.5,143.5
"Nwora, Jordan",2020,SF/PF,77.75,223.0,25.93,11.7,104.0,82.25,8.50,9.3,29.0,35.0,11.29,2.66,3.43,NA,1.058,78.6,133.0,139
"Perry, Reggie",2020,PF/C,80.25,249.6,27.25,8.4,106.5,84.25,9.25,11.0,30.0,33.5,11.26,2.57,3.25,NA,1.050,101.8,136.5,140
"Powell, Myles",2020,PG/SG,72.50,194.0,25.95,15.8,99.0,79.00,8.00,9.0,NA,NA,NA,NA,NA,NA,1.090,72.0,NA,NA
"Quickley, Immanuel",2020,SG,74.00,185.8,23.85,8.2,99.0,80.25,8.00,8.8,29.5,35.5,11.21,2.46,3.17,NA,1.084,70.0,128.5,134.5
"Ramsey, Jahmi'us",2020,SG,74.50,193.4,24.50,3.4,100.5,78.00,8.75,9.8,NA,NA,NA,NA,NA,NA,1.047,85.3,NA,NA
"Reed Jr., Paul",2020,PF,80.50,219.2,23.78,6.8,109.5,86.00,9.00,8.8,26.5,37.5,12.29,2.67,3.45,NA,1.068,78.8,136.0,147
"Richards, Nick",2020,C,82.50,241.6,24.95,8.5,110.0,86.25,9.00,9.0,30.0,34.0,11.42,2.92,3.25,NA,1.045,81.0,140.0,144
"Riller, Grant",2020,PG/SG,72.25,178.4,24.03,5.4,96.5,77.25,8.00,8.5,32.5,39.5,11.17,2.45,3.07,NA,1.069,68.0,129.0,136
"Scrubb, Jayden",2020,SG/SF,77.00,185.2,21.96,3.7,104.5,81.50,8.25,9.8,NA,NA,NA,NA,NA,NA,1.058,80.4,NA,NA
"Smith, Jalen",2020,PF/C,81.25,224.6,23.92,3.7,110.0,86.25,9.25,9.3,NA,NA,NA,NA,NA,NA,1.062,85.6,NA,NA
"Stanley, Cassius",2020,SG,77.00,201.6,23.90,5.8,99.5,79.00,8.25,9.0,34.5,44.0,11.40,2.43,3.09,NA,1.026,74.3,134.0,143.5
"Stevens, Lamar",2020,SF/PF,77.75,228.0,26.51,6.8,101.0,81.00,8.50,9.8,35.0,41.0,10.35,2.54,3.20,NA,1.042,82.9,136.0,142
